"bathrm","hf_bathrm","heat","ac","rooms","bedrm","ayb","yr_rmdl","eyb","stories","saledate","price","gba","style","grade","cndtn","extwall","roof","intwall","kitchens","fireplaces","landarea","latitude","longitude","nbhd","ward","quadrant"
2,1,"Forced Air","N",8,3,1930,2007,1964,2.25,"2006-10-27",474100,1650,"2.5 Story Fin","Above Average","Average","Common Brick","Slate","Hardwood",1,1,3750,40.7779183224234,-74.1646949168037,"A7","Ward 4","NW"
2,0,"Forced Air","Y",7,5,1953,2006,1971,1,"2009-01-28",297100,918,"1 Story","Average","Good","Common Brick","Comp Shingle","Hardwood/Carp",1,1,6460,40.6844185236511,-74.0835566043241,"C4","Ward 7","SE"
1,0,"Hot Water Rad","N",6,3,1933,NA,1947,1.5,"1998-10-09",105800,1002,"1.5 Story Unfin","Above Average","Average","Wood Siding","Comp Shingle","Hardwood",1,1,5913,40.6787425358215,-74.0766054922918,"C4","Ward 7","SE"
5,1,"Warm Cool","Y",13,6,1940,2016,1972,2,"2016-09-12",2486200,5242,"2.5 Story Fin","Very Good","Good","Common Brick","Slate","Hardwood",1,1,9095,40.7502818834513,-74.2094529722887,"E2","Ward 3","NW"
1,1,"Warm Cool","Y",6,3,1939,NA,1950,1,"1993-06-14",230400,1044,"1 Story","Good Quality","Good","Common Brick","Comp Shingle","Hardwood",1,1,1994,40.7265435619131,-74.2444383313119,"E6","Ward 3","NW"
2,0,"Forced Air","Y",8,3,1912,2012,1967,2.25,"1998-12-07",171400,1992,"2.5 Story Unfin","Above Average","Good","Shingle","Slate","Hardwood",1,0,7320,40.7823893150802,-74.1632196045695,"A7","Ward 4","NW"
3,0,"Warm Cool","Y",9,4,1955,2007,1977,2,"2013-12-19",1023600,3793,"2 Story","Good Quality","Good","Common Brick","Built Up","Hardwood",1,1,17364,40.7475089121177,-74.1883307353042,"B8","Ward 4","NW"
3,1,"Forced Air","Y",7,3,2003,NA,2008,2,"2017-08-06",467500,1818,"2 Story","Above Average","Very Good","Brick/Siding","Comp Shingle","Hardwood",1,0,3154,40.649145499266,-74.13565960287,"B7","Ward 8","SE"
3,0,"Warm Cool","Y",8,4,1954,NA,1974,1.5,"1996-08-06",466700,2860,"2 Story","Very Good","Average","Common Brick","Comp Shingle","Hardwood/Carp",1,2,9959,40.7433309125789,-74.2454806988611,"F2","Ward 3","NW"
4,1,"Warm Cool","Y",10,6,1908,2002,1986,2.5,"2017-08-18",1578900,2980,"2.5 Story Fin","Good Quality","Good","Common Brick","Slate","Hardwood",2,2,4511,40.7407624217369,-74.1826106002149,"E1","Ward 1","NW"
3,0,"Warm Cool","Y",7,4,1951,2004,1972,1,"2013-01-15",1013000,2175,"1 Story","Above Average","Very Good","Brick/Stone","Built Up","Hardwood",2,2,5496,40.7471786300358,-74.1814017423213,"B8","Ward 4","NW"
2,1,"Warm Cool","Y",8,3,2002,NA,2007,2,"2002-06-18",186100,1866,"2 Story","Above Average","Good","Vinyl Siding","Comp Shingle","Carpet",1,1,4436,40.6937775378043,-74.0954202491234,"C4","Ward 7","SE"
2,1,"Hot Water Rad","Y",8,4,1919,2017,1967,2,"2017-05-07",766300,1926,"2 Story","Above Average","Very Good","Stucco","Comp Shingle","Hardwood",1,1,7650,40.7702854041469,-74.1597033902903,"B3","Ward 4","NW"
6,2,"Forced Air","Y",19,6,1999,NA,2011,2,"2013-10-06",3064500,7194,"2 Story","Superior","Very Good","Common Brick","Comp Shingle","Hardwood",1,4,11205,40.7584255792613,-74.2032923154435,"C3","Ward 3","NW"
2,1,"Forced Air","N",8,3,1934,NA,1967,1.5,"2003-10-27",340000,1506,"1.5 Story Fin","Above Average","Good","Wood Siding","Comp Shingle","Hardwood",1,0,4838,40.7762693468757,-74.1569144024348,"F3","Ward 4","NW"
1,1,"Forced Air","Y",7,2,1958,2003,1977,1,"2003-12-06",199900,993,"Split Foyer","Above Average","Good","Brick/Siding","Comp Shingle","Hardwood",1,0,5000,40.6884721492373,-74.0785753244792,"C4","Ward 7","SE"
2,0,"Forced Air","Y",7,4,1950,2004,1974,1.75,"1994-12-09",364500,2310,"2 Story","Good Quality","Good","Common Brick","Comp Shingle","Hardwood",1,1,6005,40.7624108027733,-74.2047234563067,"C3","Ward 3","NW"
3,1,"Forced Air","Y",10,4,1942,2004,1969,2.25,"2012-11-22",868400,2323,"2.5 Story Fin","Good Quality","Good","Common Brick","Slate","Hardwood",1,2,7200,40.7857632655927,-74.200409177978,"D1","Ward 4","NW"
4,1,"Warm Cool","Y",10,5,1937,1964,1972,1.75,"2018-04-11",1194600,3089,"2 Story","Very Good","Average","Wood Siding","Comp Shingle","Hardwood",1,1,5678,40.738683547456,-74.2469175060408,"D4","Ward 3","NW"
5,1,"Warm Cool","Y",15,5,1903,1984,1978,2.5,"2014-01-22",2658600,2865,"2.5 Story Fin","Excellent","Good","Vinyl Siding","Slate","Hardwood",1,3,15080,40.739282793149,-74.208569339121,"B4","Ward 3","NW"
2,0,"Warm Cool","Y",9,4,1939,1982,1960,2,"1999-07-23",201800,1536,"2 Story","Good Quality","Average","Common Brick","Slate","Hardwood",1,2,10119,40.6620861757308,-74.1014039997645,"D2","Ward 7","SE"
4,0,"Warm Cool","Y",10,4,1954,2003,1979,1.75,"2006-10-31",1936200,3326,"1.5 Story Fin","Very Good","Good","Common Brick","Slate","Hardwood/Carp",1,4,19851,40.7420036658109,-74.246950447072,"F2","Ward 3","NW"
4,1,"Forced Air","Y",12,5,1934,2007,1988,2.5,"1997-07-13",938700,5362,"2.5 Story Fin","Exceptional-A","Good","Brick/Stone","Slate","Hardwood",1,2,8577,40.7441666998407,-74.2416328515316,"F2","Ward 3","NW"
3,0,"Forced Air","Y",7,4,1928,2013,1964,1.75,"2014-04-01",459000,1460,"1.5 Story Fin","Average","Good","Shingle","Comp Shingle","Hardwood/Carp",1,0,9671,40.7380510726236,-74.1089074497572,"F8","Ward 5","NE"
2,0,"Forced Air","Y",6,3,1926,2011,1964,1,"2013-10-11",320800,960,"1 Story","Average","Good","Aluminum","Comp Shingle","Hardwood",1,1,3164,40.7282120018061,-74.1100628627446,"F8","Ward 5","NE"
2,0,"Hot Water Rad","Y",8,3,1936,2010,1969,2,"1994-07-26",339300,1814,"2 Story","Good Quality","Average","Common Brick","Slate","Hardwood",1,1,3486,40.7608165840965,-74.229825869336,"A2","Ward 3","NW"
1,1,"Warm Cool","Y",7,3,1975,NA,1981,2,"2006-07-17",267100,1428,"2 Story","Average","Average","Aluminum","Comp Shingle","Carpet",1,0,4000,40.6912267959208,-74.0683838674231,"D7","Ward 7","SE"
2,1,"Warm Cool","Y",7,4,1939,NA,1957,2,"2017-06-21",455300,1618,"2 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,2,3526,40.6726451221719,-74.1051113923169,"D2","Ward 7","SE"
2,0,"Hot Water Rad","Y",6,3,1926,2001,1972,2.25,"2014-08-06",825000,1263,"2.5 Story Fin","Very Good","Good","Vinyl Siding","Comp Shingle","Hardwood",2,1,2442,40.7629369649572,-74.2207794417382,"B2","Ward 3","NW"
3,0,"Warm Cool","Y",8,4,1956,1986,1970,1.5,"2014-04-22",869300,2085,"1.5 Story Fin","Good Quality","Good","Common Brick","Comp Shingle","Hardwood",1,2,4469,40.7749778125703,-74.2077775262601,"B2","Ward 4","NW"
4,1,"Warm Cool","Y",10,3,1941,2012,1978,2,"2013-04-10",1592200,2734,"2 Story","Excellent","Good","Stone/Siding","Slate","Hardwood",1,2,7696,40.7452699984324,-74.2400207713725,"F2","Ward 3","NW"
2,0,"Forced Air","Y",7,3,1954,2013,1989,1,"2017-01-11",958900,1120,"1 Story","Above Average","Very Good","Common Brick","Comp Shingle","Hardwood",1,1,5031,40.7363070000308,-74.2474378502059,"D4","Ward 3","NW"
2,1,"Warm Cool","Y",6,3,1942,2014,1969,2,"2014-05-12",1224000,1400,"2 Story","Good Quality","Very Good","Common Brick","Comp Shingle","Hardwood",1,1,5875,40.7475511860573,-74.225803730967,"A2","Ward 3","NW"
2,2,"Hot Water Rad","Y",8,5,1931,1987,1972,2,"2016-07-07",1044600,1888,"2 Story","Very Good","Good","Common Brick","Slate","Hardwood",1,1,5399,40.7697076551306,-74.2061049383753,"B2","Ward 4","NW"
2,1,"Forced Air","Y",8,4,1950,2013,1971,2.25,"2013-04-17",343700,1792,"2.5 Story Unfin","Good Quality","Average","Common Brick","Comp Shingle","Hardwood",1,0,3939,40.6799680186155,-74.1032584482807,"D2","Ward 7","SE"
2,1,"Forced Air","Y",6,3,1925,1992,1957,2,"2016-10-28",346000,2191,"2 Story","Above Average","Average","Common Brick","Comp Shingle","Carpet",1,1,6000,40.7111278270593,-74.0757518198734,"B9","Ward 7","NE"
3,0,"Warm Cool","Y",10,4,1939,1986,1969,1.75,"2018-05-22",930000,1773,"2 Story","Good Quality","Average","Common Brick","Slate","Hardwood",2,2,5460,40.7856642044626,-74.2019035350648,"B2","Ward 4","NW"
2,1,"Forced Air","Y",6,4,1900,2000,1967,2,"2001-10-22",267500,1902,"2 Story","Above Average","Good","Brick/Stucco","Comp Shingle","Hardwood",1,0,7500,40.7360527492542,-74.1338472595679,"A8","Ward 5","NE"
3,1,"Hot Water Rad","N",8,5,1936,2006,1967,2,"2014-06-19",593700,1736,"2 Story","Above Average","Good","Common Brick","Slate","Hardwood",1,1,4100,40.7420972037106,-74.1304936826544,"A8","Ward 5","NE"
2,2,"Warm Cool","Y",9,4,1964,NA,1985,2,"2018-06-02",1113000,1904,"2 Story","Very Good","Good","Common Brick","Comp Shingle","Hardwood",1,1,7250,40.7777123681668,-74.2051843063444,"B2","Ward 4","NW"
2,1,"Warm Cool","Y",7,3,1951,NA,1964,1,"2003-05-05",427300,1442,"1 Story","Above Average","Average","Common Brick","Comp Shingle","Carpet",1,1,9743,40.7528389664403,-74.1821064817449,"B8","Ward 4","NW"
2,0,"Warm Cool","Y",5,2,1957,2014,1976,1,"2014-11-06",374100,1193,"1 Story","Above Average","Good","Brick/Siding","Comp Shingle","Hardwood",1,1,5625,40.6849086165051,-74.0762093784562,"C4","Ward 7","SE"
3,1,"Warm Cool","Y",8,4,1916,2017,1969,2,"2016-09-12",1242900,2744,"2 Story","Good Quality","Good","Stucco","Comp Shingle","Hardwood",1,1,9240,40.7684819525876,-74.2126464645511,"B2","Ward 3","NW"
4,0,"Forced Air","Y",9,5,1958,1989,1977,2,"2006-07-15",989700,2526,"2 Story","Good Quality","Good","Brick/Siding","Comp Shingle","Hardwood",1,2,8400,40.7583128057159,-74.1970389727454,"C3","Ward 3","NW"
3,0,"Warm Cool","Y",7,3,1950,NA,1974,1,"2017-05-11",886000,1384,"1 Story","Good Quality","Average","Common Brick","Comp Shingle","Hardwood",1,1,4956,40.715532436043,-74.2262200511364,"E6","Ward 3","NW"
1,0,"Hot Water Rad","N",7,4,1933,2010,1964,2.25,"2010-05-04",345300,1635,"2 Story","Average","Good","Common Brick","Comp Shingle","Hardwood/Carp",1,1,4765,40.7369769741438,-74.1133709132518,"F8","Ward 5","NE"
2,1,"Forced Air","Y",6,3,1927,2005,1964,2,"2016-10-11",498500,1760,"2 Story","Average","Good","Vinyl Siding","Comp Shingle","Hardwood/Carp",1,0,2738,40.7415942717719,-74.1072972322514,"F8","Ward 5","NE"
3,0,"Warm Cool","Y",9,4,1961,NA,1972,1,"2002-11-20",686700,2151,"1 Story","Good Quality","Very Good","Common Brick","Comp Shingle","Hardwood",1,2,11564,40.7511886856227,-74.242858662092,"A2","Ward 3","NW"
2,1,"Forced Air","Y",7,3,2003,NA,2008,2,"2018-03-03",755500,1690,"2 Story","Above Average","Very Good","Vinyl Siding","Comp Shingle","Hardwood/Carp",1,0,5080,40.741144172701,-74.1259418677891,"A8","Ward 5","NE"
2,1,"Hot Water Rad","Y",6,3,1926,2007,1972,2,"2017-04-16",1150600,1303,"2 Story","Very Good","Very Good","Vinyl Siding","Comp Shingle","Hardwood",1,0,4000,40.7296733102108,-74.2521858067399,"E6","Ward 3","NW"
2,3,"Forced Air","Y",8,3,1938,NA,1954,2,"2005-10-15",821600,1756,"2 Story","Very Good","Average","Common Brick","Slate","Hardwood",1,1,4950,40.7618392552273,-74.2301033745237,"A2","Ward 3","NW"
2,0,"Warm Cool","Y",7,3,1932,NA,1960,1.25,"2002-06-03",540300,1209,"1.5 Story Fin","Good Quality","Average","Common Brick","Comp Shingle","Hardwood",1,1,7125,40.7764815761914,-74.2019805178605,"B2","Ward 4","NW"
3,0,"Forced Air","Y",8,5,1949,2011,1971,1.5,"2012-05-07",239500,1446,"1.5 Story Fin","Above Average","Average","Common Brick","Comp Shingle","Hardwood",2,1,4543,40.7082160218133,-74.0683098319489,"B9","Ward 7","NE"
3,1,"Warm Cool","Y",9,4,1940,NA,1972,2,"2013-01-20",914800,3006,"2 Story","Very Good","Good","Common Brick","Slate","Hardwood",1,2,10766,40.7887472159522,-74.1765660958973,"B5","Ward 4","NW"
4,1,"Warm Cool","Y",10,4,1941,1990,1970,2,"2015-04-30",1160900,2935,"2 Story","Very Good","Good","Common Brick","Slate","Hardwood",1,1,7735,40.7793439350444,-74.2023094887847,"B2","Ward 4","NW"
3,0,"Hot Water Rad","N",8,6,1926,NA,1957,1.5,"2015-12-26",716400,1790,"1.5 Story Fin","Above Average","Good","Shingle","Comp Shingle","Hardwood",1,1,13639,40.7864621133324,-74.165170258175,"A7","Ward 4","NW"
2,1,"Forced Air","Y",6,3,1940,NA,1957,2.25,"1997-11-25",130100,2014,"2.5 Story Unfin","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,1,4638,40.7342782570291,-74.1202069381746,"F8","Ward 5","NE"
1,1,"Forced Air","Y",6,3,1945,2002,1965,2,"2013-07-18",350800,988,"2 Story","Average","Average","Common Brick","Metal- Sms","Hardwood",1,0,696,40.7014543424224,-74.1173077539033,"E4","Ward 6","NE"
2,1,"Ht Pump","Y",8,4,1956,NA,1970,1,"2005-01-07",806500,1656,"1 Story","Good Quality","Average","Brick/Siding","Built Up","Hardwood",1,2,9222,40.7420726343647,-74.240882020148,"D4","Ward 3","NW"
2,1,"Warm Cool","Y",9,3,1941,2011,1963,2,"1995-01-02",271000,1773,"2 Story","Very Good","Good","Common Brick","Slate","Hardwood",1,2,11514,40.798007761228,-74.1802613111459,"B5","Ward 4","NW"
4,1,"Warm Cool","Y",12,5,1910,NA,1972,2.5,"2017-05-04",1873200,2949,"2.5 Story Fin","Very Good","Very Good","Stucco","Comp Shingle","Hardwood",1,2,12751,40.7697608121458,-74.212910587976,"B2","Ward 3","NW"
3,1,"Forced Air","Y",9,4,1939,NA,1967,2.5,"1997-06-21",424200,2153,"2.5 Story Unfin","Very Good","Good","Common Brick","Slate","Hardwood",1,2,6000,40.7479383180135,-74.2285388561951,"A2","Ward 3","NW"
2,0,"Hot Water Rad","N",5,2,1924,NA,1950,1.5,"1992-10-13",230100,1326,"1.5 Story Fin","Good Quality","Good","Stone","Comp Shingle","Hardwood",1,0,4688,40.7327340488011,-74.2436250076865,"E6","Ward 3","NW"
2,1,"Warm Cool","Y",7,4,1939,2017,1967,2.5,"2016-09-30",926000,1742,"2.5 Story Fin","Good Quality","Average","Common Brick","Slate","Hardwood",1,1,9024,40.7714904854515,-74.2066138917331,"B2","Ward 3","NW"
3,2,"Forced Air","Y",12,4,1938,2011,1967,2,"2012-07-28",449800,1846,"2 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,1,4792,40.7627463338754,-74.152919854144,"B3","Ward 4","NW"
2,0,"Warm Cool","Y",6,3,1964,1995,1983,1,"2017-05-11",889500,1485,"1 Story","Good Quality","Good","Common Brick","Comp Shingle","Hardwood",1,1,4000,40.7575472300502,-74.2338776535805,"A2","Ward 3","NW"
4,2,"Warm Cool","Y",12,7,1928,1981,2000,2.5,"1997-08-20",1140200,4042,"2.5 Story Fin","Exceptional-B","Good","Brick/Stucco","Slate","Hardwood",1,2,19500,40.7365009504014,-74.2290435498722,"F6","Ward 3","NW"
2,1,"Warm Cool","Y",5,3,1931,2011,1972,2,"1994-09-28",395900,2068,"2 Story","Very Good","Average","Common Brick","Slate","Hardwood",1,1,6264,40.7247426310169,-74.2371312737975,"A5","Ward 3","NW"
2,0,"Hot Water Rad","N",7,4,NA,2011,1967,2,"2011-12-04",454700,1506,"2 Story","Above Average","Good","Wood Siding","Comp Shingle","Hardwood",1,1,7500,40.7358482231201,-74.1354427394124,"A8","Ward 5","NE"
5,0,"Hot Water Rad","N",14,12,1923,NA,1960,2.5,"1999-03-25",246400,2448,"2.5 Story Fin","Good Quality","Fair","Common Brick","Built Up","Hardwood",1,2,7500,40.7589774105488,-74.1778726068192,"B8","Ward 4","NW"
1,1,"Warm Cool","Y",5,2,1947,NA,1969,2,"2009-02-03",598000,960,"2 Story","Good Quality","Average","Common Brick","Slate","Hardwood",1,1,6909,40.7825272329625,-74.2010537815083,"B2","Ward 4","NW"
1,1,"Hot Water Rad","N",5,3,1935,2012,1967,1.5,"2012-05-17",343700,1129,"1.5 Story Fin","Above Average","Average","Common Brick","Slate","Hardwood",1,1,3488,40.7769454332823,-74.1595449881398,"B3","Ward 4","NW"
2,0,"Warm Cool","Y",6,3,1939,NA,1969,2,"2008-08-26",699800,1373,"2 Story","Good Quality","Average","Common Brick","Comp Shingle","Hardwood",1,1,3400,40.7609057629629,-74.2303489272043,"A2","Ward 3","NW"
2,1,"Warm Cool","Y",5,2,1900,1972,1970,2,"2017-03-22",1247900,2185,"2 Story","Very Good","Average","Stone/Stucco","Slate","Hardwood",1,1,5000,40.7402073410749,-74.216287466129,"B4","Ward 3","NW"
4,1,"Warm Cool","Y",8,5,1963,2010,1980,2,"2012-09-30",788400,2127,"2 Story","Above Average","Good","Brick/Stucco","Comp Shingle","Hardwood",1,0,10187,40.8022170052793,-74.1862758714928,"B5","Ward 4","NW"
3,3,"Forced Air","Y",9,4,1939,1985,1970,2,"2011-06-16",1312100,2421,"2 Story","Excellent","Good","Common Brick","Slate","Hardwood",1,2,10047,40.7580036289471,-74.2032938619599,"C3","Ward 3","NW"
6,2,"Forced Air","Y",12,7,2007,NA,2015,2.5,"2009-06-15",2774000,7617,"2.5 Story Fin","Superior","Very Good","Common Brick","Slate","Hardwood",1,4,7527,40.7359677771183,-74.2404101819509,"D4","Ward 3","NW"
4,1,"Warm Cool","Y",10,5,1993,NA,2003,2,"2014-05-04",1459900,3480,"2 Story","Very Good","Average","Brick Veneer","Comp Shingle","Hardwood/Carp",1,2,11793,40.7494357462383,-74.2436627177848,"F2","Ward 3","NW"
3,1,"Warm Cool","Y",10,5,1939,NA,1950,2,"2017-05-30",950100,2154,"2 Story","Good Quality","Average","Common Brick","Slate","Hardwood",1,1,7690,40.7477429127323,-74.1810166652354,"B8","Ward 4","NW"
2,0,"Hot Water Rad","N",5,4,1930,2006,1957,1.25,"2006-12-01",479800,1158,"1.5 Story Unfin","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,1,3600,40.7727931438545,-74.1706394861926,"A7","Ward 4","NW"
1,1,"Hot Water Rad","Y",7,2,1932,2000,1967,1.5,"2013-02-25",434700,1242,"1.5 Story Fin","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,1,2775,40.7785526926643,-74.1642570432964,"A7","Ward 4","NW"
3,2,"Warm Cool","Y",10,5,1940,2009,1987,2.5,"2016-08-14",1462300,2752,"2.5 Story Fin","Very Good","Good","Common Brick","Slate","Hardwood",1,1,5853,40.7536427742501,-74.2378355417898,"A2","Ward 3","NW"
1,0,"Hot Water Rad","N",5,2,1934,NA,1954,1,"2016-10-22",200700,924,"1 Story","Average","Average","Common Brick","Comp Shingle","Wood Floor",1,0,2301,40.6644690895524,-74.1349156992541,"A4","Ward 8","SE"
1,1,"Warm Cool","Y",6,3,1947,2011,1972,2,"2003-01-14",521200,1800,"2 Story","Good Quality","Good","Common Brick","Slate","Hardwood",1,1,4284,40.7518669297927,-74.2230369289046,"A2","Ward 3","NW"
3,1,"Hot Water Rad","Y",8,3,1923,2005,1988,3,"2016-09-23",2785900,4420,"3 Story","Exceptional-A","Good","Brick/Stone","Metal- Sms","Hardwood",1,2,3612,40.7230684935858,-74.1940257641702,"D3","Ward 2","NW"
2,1,"Forced Air","Y",8,4,1939,2005,1957,2,"2003-11-28",311000,1822,"2 Story","Above Average","Average","Vinyl Siding","Slate","Hardwood",1,1,2100,40.7697211040064,-74.1586697820948,"A7","Ward 4","NW"
1,1,"Hot Water Rad","N",7,3,1918,2007,1954,2,"2005-10-10",161000,1446,"2 Story","Average","Average","Brick Veneer","Built Up","Hardwood",1,0,6602,40.6495372605209,-74.1461526482717,"B7","Ward 8","SE"
2,1,"Hot Water Rad","Y",8,4,1935,1987,1957,2,"2008-12-26",776000,1641,"2 Story","Good Quality","Good","Common Brick","Comp Shingle","Hardwood",1,2,4512,40.7778782031992,-74.2057049056914,"B2","Ward 4","NW"
1,0,"Hot Water Rad","N",6,3,1923,NA,1954,2,"2018-07-12",235800,1008,"2 Story","Average","Average","Vinyl Siding","Comp Shingle","Wood Floor",1,0,5169,40.7051131294875,-74.0581963300373,"B9","Ward 7","NE"
2,1,"Forced Air","Y",8,4,2011,NA,2013,2,"2017-03-16",453300,2068,"2 Story","Above Average","Very Good","Stucco","Comp Shingle","Hardwood/Carp",1,0,4680,40.6691552723197,-74.1183443900633,"A3","Ward 8","SE"
2,2,"Hot Water Rad","Y",8,4,1926,NA,1960,2,"1992-12-15",357900,2348,"2 Story","Good Quality","Average","Common Brick","Slate","Hardwood",1,1,8566,40.7648987600016,-74.2114931308677,"B2","Ward 3","NW"
2,0,"Forced Air","Y",9,3,1950,2011,1963,1,"2003-08-16",312400,1330,"1 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,2,4261,40.7778898990696,-74.1756129912647,"A7","Ward 4","NW"
2,2,"Warm Cool","Y",7,3,2000,NA,2006,2,"2009-10-31",262200,1200,"2 Story","Above Average","Good","Brick/Siding","Comp Shingle","Hardwood/Carp",1,0,4836,40.6598365064419,-74.115028830622,"E8","Ward 8","SE"
2,0,"Forced Air","Y",6,3,1955,2013,1973,2,"2014-01-10",348600,1064,"2 Story","Average","Good","Brick/Siding","Comp Shingle","Hardwood/Carp",1,0,8063,40.7313095567423,-74.1079441864998,"F8","Ward 5","NE"
2,1,"Hot Water Rad","Y",11,6,1916,2014,1986,2.5,"2014-05-29",773000,2892,"2.5 Story Fin","Good Quality","Good","Wood Siding","Comp Shingle","Hardwood",1,1,3935,40.7566332375912,-74.1720830639398,"A1","Ward 4","NW"
3,1,"Hot Water Rad","Y",6,3,1941,2017,1969,2,"2015-06-06",962800,2279,"2 Story","Good Quality","Good","Common Brick","Slate","Hardwood",1,1,4488,40.750648040084,-74.2334849675917,"A2","Ward 3","NW"
2,0,"Warm Cool","Y",6,3,1961,NA,1969,1,"1993-10-08",158200,1282,"1 Story","Average","Average","Common Brick","Comp Shingle","Hardwood",1,0,5912,40.7894988273311,-74.1670076843489,"A7","Ward 4","NW"
2,2,"Warm Cool","Y",9,5,1938,1994,1972,2,"1992-11-18",367400,2816,"2 Story","Very Good","Good","Common Brick","Slate","Hardwood",1,2,9589,40.7883731392822,-74.1851744243745,"B5","Ward 4","NW"
2,0,"Hot Water Rad","N",7,5,1919,2010,1954,1.5,"2013-05-18",393900,1248,"1.5 Story Fin","Average","Average","Stucco","Comp Shingle","Hardwood",1,1,4918,40.7371671874291,-74.1229953526432,"A8","Ward 5","NE"
10,1,"Warm Cool","Y",17,11,1909,2009,1966,2.5,"2004-04-13",643900,4259,"2.5 Story Fin","Very Good","Good","Common Brick","Comp Shingle","Hardwood",1,2,6395,40.7553265855516,-74.1755529000085,"A1","Ward 4","NW"
4,1,"Forced Air","Y",10,5,1952,2004,1988,2,"2004-07-25",1633000,3524,"2 Story","Very Good","Good","Brick/Siding","Comp Shingle","Hardwood",1,3,23510,40.7433896407089,-74.1952055361274,"C3","Ward 3","NW"
1,1,"Warm Cool","Y",6,3,1940,1984,1957,2,"1995-04-15",132000,1200,"2 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,1,5412,40.6792386864807,-74.0970294678182,"D2","Ward 7","SE"
1,0,"Warm Cool","Y",3,1,1900,2000,1969,1,"2011-09-19",490300,480,"1 Story","Good Quality","Average","Common Brick","Metal- Sms","Hardwood",1,1,1040,40.7197467042001,-74.2051635191894,"C8","Ward 2","NW"
4,2,"Forced Air","Y",9,6,1916,NA,1954,2.25,"1996-09-02",138500,2182,"2 Story","Average","Fair","Vinyl Siding","Comp Shingle","Hardwood/Carp",1,0,6911,40.7354908931724,-74.1247763353845,"F8","Ward 5","NE"
2,1,"Warm Cool","Y",8,4,1940,NA,1963,2,"2018-01-14",990400,1692,"2 Story","Very Good","Average","Common Brick","Slate","Hardwood",1,1,5132,40.7533402828708,-74.2301920168654,"A2","Ward 3","NW"
3,0,"Warm Cool","Y",8,4,1935,2001,1972,2,"2011-08-13",912800,1551,"2 Story","Very Good","Good","Common Brick","Slate","Hardwood",1,1,5600,40.7141983414216,-74.2233899144961,"C6","Ward 3","NW"
1,0,"Hot Water Rad","N",7,3,1931,NA,1954,1.25,"2002-08-10",171800,1020,"1.5 Story Fin","Average","Average","Shingle","Comp Shingle","Hardwood",1,1,4097,40.7410586112838,-74.1116805726968,"F8","Ward 5","NE"
3,2,"Warm Cool","Y",13,5,1937,2014,1969,2.5,"2013-12-16",816900,3065,"2.5 Story Fin","Good Quality","Good","Common Brick","Slate","Hardwood",1,2,5411,40.7889134902958,-74.1709085415786,"F1","Ward 4","NW"
1,1,"Warm Cool","Y",6,3,1910,2010,1972,2.25,"2006-03-01",717800,1782,"2.5 Story Fin","Very Good","Good","Wood Siding","Comp Shingle","Hardwood",1,1,3250,40.7631237512636,-74.2243806608489,"B2","Ward 3","NW"
3,1,"Warm Cool","Y",8,5,1948,NA,1961,2,"2013-06-10",464200,1392,"2 Story","Above Average","Good","Common Brick","Slate","Hardwood",1,1,3840,40.7809060882569,-74.1714752705091,"A7","Ward 4","NW"
3,1,"Warm Cool","Y",10,5,1952,2012,1975,2,"2017-07-13",1554400,2888,"2 Story","Good Quality","Good","Wood Siding","Built Up","Hardwood",1,1,8085,40.7517777627861,-74.2137121387579,"F5","Ward 3","NW"
2,0,"Warm Cool","Y",7,3,1939,2008,1972,2,"2008-05-30",800600,2061,"2 Story","Very Good","Average","Common Brick","Slate","Hardwood",1,2,5750,40.7828471856602,-74.2043102398686,"B2","Ward 4","NW"
4,0,"Warm Cool","Y",10,3,1910,NA,1960,1.5,"2000-07-12",755900,2484,"1.5 Story Fin","Good Quality","Good","Stucco","Shake","Hardwood",1,2,9009,40.761903950896,-74.2199519394354,"B2","Ward 3","NW"
3,2,"Warm Cool","Y",9,3,1940,2001,1998,2,"2010-12-25",3070500,2344,"2 Story","Exceptional-A","Very Good","Brick/Stucco","Slate","Hardwood",1,1,19358,40.7333532971229,-74.2065464502822,"D8","Ward 3","NW"
1,2,"Warm Cool","Y",10,3,1942,NA,1947,2,"2018-04-27",316900,1392,"2 Story","Above Average","Average","Brick Veneer","Built Up","Hardwood",1,0,10264,40.7117412199387,-74.0844881503783,"D6","Ward 7","NE"
1,0,"Air-Oil","N",8,4,1945,2009,1956,2,"2013-10-11",193600,1500,"2 Story","Average","Average","Common Brick","Comp Shingle","Wood Floor",1,1,4000,40.6972907943389,-74.0678623573016,"D7","Ward 7","SE"
3,1,"Warm Cool","Y",6,5,1957,NA,1983,2,"2005-08-04",1127600,2209,"2 Story","Excellent","Good","Common Brick","Slate","Hardwood/Carp",1,1,7340,40.7499689226298,-74.2399155064667,"F2","Ward 3","NW"
